Temperature (C),Humidity (%),Acceleration X,Acceleration Y,Acceleration Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Mag X,Mag Y,Mag Z,Distance (cm)
26.8,66.7,-111.1289063,-915.8554688,-7690.886719,18.41463415,-13.7195122,21.2804878,1.05,-26.25,16.95,3.61
26.9,66.7,-65.14453125,-996.328125,-7756.03125,-7.56097561,2.073170732,8.353658537,3.3,-25.65,16.35,3.61
26.9,66.6,-111.1289063,-981,-7721.542969,35.12195122,-16.52439024,34.63414634,0.75,-25.65,16.8,4.58
26.8,66.5,-68.9765625,-1000.160156,-7756.03125,-10.18292683,12.92682927,13.04878049,2.25,-25.35,16.35,3.61
26.9,66.5,-111.1289063,-1003.992188,-7679.390625,-17.86585366,-7.012195122,-4.93902439,1.35,-27,18.6,3.61
26.9,66.5,-26.82421875,-954.1757813,-7706.214844,-1.097560976,7.987804878,-5.548780488,2.1,-26.25,18,3.61
26.9,66.5,-118.7929688,-1007.824219,-7687.054688,-5.670731707,3.292682927,-0.365853659,0.75,-27.15,16.8,4.58
26.9,66.5,-88.13671875,-1061.472656,-7713.878906,-8.658536585,4.146341463,-22.31707317,0.6,-26.55,15.15,4.58
26.9,66.4,-91.96875,-1015.488281,-7621.910156,10.48780488,4.329268293,22.56097561,2.25,-26.4,18.15,3.62
26.9,66.4,-45.984375,-900.5273438,-7706.214844,-9.695121951,1.707317073,-0.609756098,1.8,-25.65,16.8,4.58
26.9,66.3,-107.296875,-984.8320313,-7472.460938,-1.829268293,-11.2804878,-10.42682927,6.45,-33,6.3,4.58
26.9,66.3,11.49609375,-1026.984375,-7572.09375,-0.914634146,-14.08536585,2.56097561,11.85,-31.5,6.75,4.58
26.9,66.4,-149.4492188,-923.5195313,-7794.351563,-11.2195122,-12.98780488,-22.80487805,11.85,-31.5,8.4,4.58
26.9,66.4,-122.625,-961.8398438,-7767.527344,26.03658537,-13.41463415,35.48780488,12.3,-32.1,9,3.61
26.9,66.4,-210.7617188,-1069.136719,-7786.6875,21.09756098,-15.18292683,6.158536585,12,-30.6,9.3,3.61
26.9,66.4,-65.14453125,-923.5195313,-7821.175781,25.85365854,-11.95121951,4.207317073,13.2,-31.95,8.1,3.62
26.9,66.5,-145.6171875,-1046.144531,-7759.863281,3.292682927,1.463414634,8.414634146,13.2,-31.5,8.4,3.61
26.9,66.5,-160.9453125,-996.328125,-7713.878906,-10,4.634146341,17.98780488,12.15,-32.25,8.4,3.61
26.9,66.6,-122.625,-1038.480469,-7744.535156,-37.25609756,-4.512195122,-12.68292683,12.15,-30.75,8.1,4.58
26.9,66.7,-210.7617188,-1049.976563,-8135.402344,-13.23170732,15.54878049,-3.780487805,12.45,-31.2,10.5,4.58
26.8,66.6,-103.4648438,-919.6875,-7744.535156,1.097560976,8.475609756,-4.451219512,19.35,-38.25,7.95,3.62
26.8,66.7,-134.1210938,-889.03125,-7361.332031,1.463414634,1.951219512,-22.62195122,15.9,-32.85,11.1,4.58
26.9,66.7,-99.6328125,-973.3359375,-7713.878906,26.70731707,-26.95121951,-16.15853659,13.2,-34.5,10.5,4.58
26.8,66.7,-172.4414063,-892.8632813,-7740.703125,26.64634146,-8.109756098,-5.609756098,12.6,-33.15,13.05,4.58
26.8,66.8,-180.1054688,-889.03125,-7652.566406,3.963414634,10.18292683,13.59756098,14.4,-35.7,12,4.59
26.8,66.9,-34.48828125,-1000.160156,-7637.238281,2.56097561,-2.43902439,-13.84146341,13.8,-35.4,11.7,4.59
26.8,66.9,-99.6328125,-1034.648438,-7729.207031,1.097560976,15,-8.231707317,13.2,-33.75,11.25,4.59
26.8,67,-157.1132813,-912.0234375,-7790.519531,7.5,-34.51219512,-6.219512195,13.35,-33.6,13.05,4.58
26.8,67.1,-111.1289063,-931.1835938,-7257.867188,-14.32926829,21.76829268,-9.756097561,17.25,-35.1,10.05,4.58
26.8,67.1,-130.2890625,-965.671875,-7752.199219,-14.81707317,14.02439024,-17.19512195,11.85,-34.5,9.45,3.62
26.8,67.2,-195.4335938,-942.6796875,-7752.199219,-14.08536585,4.268292683,-8.475609756,9.6,-31.2,4.2,4.58
26.8,67.3,-145.6171875,-946.5117188,-7725.375,-3.536585366,3.963414634,-29.08536585,4.5,-27.3,16.2,4.59
26.8,67.5,-122.625,-912.0234375,-7817.34375,7.37804878,3.780487805,6.524390244,6,-21.9,19.65,4.58
26.8,67.5,-38.3203125,-862.2070313,-7759.863281,7.012195122,-20.91463415,24.75609756,8.4,-12.75,-7.95,4.59
26.8,67.6,-130.2890625,-981,-7687.054688,-14.02439024,7.5,8.963414634,18.9,-44.7,-13.35,4.59
26.8,67.7,-118.7929688,-843.046875,-7744.535156,-19.51219512,2.804878049,-22.80487805,4.5,-58.5,3,4.59
26.8,67.7,-107.296875,-981,-8074.089844,20.42682927,0,18.84146341,-5.55,-49.95,39.45,4.58
26.8,67.8,-130.2890625,-1042.3125,-7782.855469,12.62195122,-7.865853659,15.06097561,-7.95,-46.5,42.45,4.58
26.9,67.8,-149.4492188,-935.015625,-7725.375,17.13414634,-5.365853659,-2.62195122,-7.35,-47.4,41.25,4.58
26.8,67.8,-80.47265625,-1069.136719,-7710.046875,-11.46341463,13.96341463,-7.134146341,-7.35,-47.4,40.8,4.58
26.8,67.7,-122.625,-954.1757813,-7736.871094,-9.87804878,23.04878049,-0.182926829,-7.65,-47.1,40.8,4.59
26.8,67.6,-114.9609375,-996.328125,-7710.046875,-6.341463415,-3.719512195,14.08536585,-7.05,-48.15,38.85,3.61
26.8,67.5,-103.4648438,-961.8398438,-7721.542969,-6.219512195,-14.93902439,8.414634146,-7.65,-48.15,40.2,4.59
26.9,67.4,-134.1210938,-1015.488281,-7805.847656,1.829268293,-26.03658537,25.36585366,-8.25,-47.7,41.1,4.58
26.9,67.4,-30.65625,-969.5039063,-7679.390625,0.12195122,-20.36585366,10.97560976,-7.05,-47.4,39.15,3.61
26.8,67.4,-122.625,-969.5039063,-7717.710938,-2.195121951,24.3902439,2.317073171,-6.9,-48.75,39.3,4.59
26.9,67.4,-168.609375,-1000.160156,-8054.929688,3.170731707,4.93902439,3.658536585,-7.05,-47.1,39.75,4.59
26.9,67.4,-218.4257813,-1049.976563,-7710.046875,-16.40243902,5.12195122,3.231707317,-1.05,-55.2,25.95,3.61
26.9,67.4,-141.7851563,-969.5039063,-7805.847656,15.91463415,3.536585366,-25.24390244,14.1,-54.45,-12.45,4.58
26.9,67.3,-199.265625,-981,-7736.871094,-19.3902439,-5.426829268,-33.53658537,8.7,-20.7,-6.15,4.58
26.9,67.2,-141.7851563,-946.5117188,-7771.359375,27.56097561,-17.80487805,12.56097561,17.1,-21,13.65,4.59
26.9,67.1,-187.7695313,-1030.816406,-7729.207031,4.451219512,-24.3902439,10.48780488,1.65,-25.95,15.6,3.62
26.9,67.1,-249.0820313,-1034.648438,-7813.511719,23.7804878,10,10.97560976,6,-33.9,10.35,4.59
26.8,67.1,-95.80078125,-896.6953125,-7346.003906,0.06097561,-12.74390244,-12.07317073,12.6,-32.1,9.6,4.59
26.9,67,-145.6171875,-950.34375,-7664.0625,1.524390244,-14.08536585,-1.280487805,11.55,-31.8,7.5,4.58
26.9,67.1,-45.984375,-931.1835938,-7767.527344,7.5,-6.097560976,-27.68292683,10.95,-32.1,8.55,4.58
26.9,67,-114.9609375,-946.5117188,-7694.71875,4.390243902,-19.45121951,-10.91463415,10.95,-30.6,5.85,3.62
26.9,67,-141.7851563,-946.5117188,-7729.207031,10.12195122,-6.341463415,6.707317073,12.15,-32.7,8.1,3.61
26.9,66.9,-137.953125,-1000.160156,-7790.519531,-12.19512195,7.195121951,-16.40243902,12.6,-31.8,6.45,3.62
26.9,66.9,-160.9453125,-923.5195313,-7633.40625,2.073170732,-1.768292683,-10.06097561,11.85,-31.95,8.4,3.62
26.9,66.9,-111.1289063,-1030.816406,-7851.832031,-8.719512195,-8.658536585,-1.036585366,12,-31.35,6.45,3.61
26.9,67,-49.81640625,-1038.480469,-7756.03125,-9.817073171,13.96341463,-14.51219512,11.55,-32.1,6.9,4.58
26.9,66.9,-145.6171875,-896.6953125,-7805.847656,-6.036585366,25.12195122,-12.31707317,10.65,-33,6.75,4.59
26.9,67,-80.47265625,-1038.480469,-7790.519531,-6.158536585,12.37804878,-30.67073171,11.1,-30.45,7.35,4.58
26.9,67,-141.7851563,-927.3515625,-7717.710938,-7.62195122,13.23170732,-30.12195122,12.15,-30.45,6.3,3.61
26.9,67,-84.3046875,-973.3359375,-7736.871094,7.37804878,6.341463415,-6.158536585,12,-31.35,7.5,3.61
26.9,67.1,-145.6171875,-984.8320313,-7767.527344,9.695121951,-4.573170732,4.512195122,11.25,-32.1,6.9,4.58
26.9,67.1,-137.953125,-1019.320313,-7763.695313,17.68292683,-3.536585366,1.646341463,9.9,-31.35,7.2,4.58
26.8,67.1,-222.2578125,-1023.152344,-7702.382813,-28.90243902,18.65853659,-15.85365854,11.25,-31.8,8.25,4.58
26.9,67.1,-118.7929688,-1061.472656,-7740.703125,32.86585366,-8.109756098,-0.243902439,10.5,-32.1,7.95,3.62
26.9,67.1,-114.9609375,-908.1914063,-7679.390625,-5.243902439,-4.512195122,-31.46341463,12.3,-32.85,8.25,3.61
26.8,67.1,-22.9921875,-900.5273438,-7675.558594,-9.87804878,3.780487805,-21.52439024,11.25,-31.05,7.95,4.58
26.8,67.2,-233.7539063,-1000.160156,-7786.6875,-29.26829268,2.37804878,-5.914634146,11.25,-32.85,8.55,4.58
26.9,67.2,-111.1289063,-988.6640625,-7656.398438,-10.73170732,3.170731707,9.695121951,11.4,-32.7,8.1,3.61
26.9,67.2,-114.9609375,-1007.824219,-7752.199219,-14.26829268,16.34146341,1.829268293,10.05,-32.7,8.4,4.58
26.8,67.2,-160.9453125,-1023.152344,-7786.6875,9.024390244,-10.91463415,0.12195122,12.15,-32.7,7.35,3.61
26.8,67.2,-95.80078125,-923.5195313,-7798.183594,8.536585366,-4.87804878,-18.17073171,11.4,-31.95,7.8,4.58
26.9,67.2,-130.2890625,-1046.144531,-7667.894531,-18.96341463,15.30487805,-16.64634146,11.85,-33.45,6.75,4.58
26.9,67.2,-19.16015625,-1049.976563,-7667.894531,12.86585366,-8.109756098,13.04878049,10.95,-32.4,7.5,4.58
26.9,67.3,-103.4648438,-984.8320313,-7725.375,-2.317073171,-22.98780488,14.02439024,11.4,-32.7,8.1,4.58
26.8,67.2,-76.640625,-942.6796875,-7656.398438,-16.09756098,3.231707317,-14.93902439,11.4,-31.95,6.75,3.61
26.9,67.3,-164.7773438,-988.6640625,-7756.03125,2.134146341,-5.792682927,12.01219512,11.55,-32.1,6.9,3.62
26.8,67.3,-134.1210938,-900.5273438,-7667.894531,9.451219512,-9.024390244,2.317073171,11.1,-31.5,6.75,4.59
26.8,67.3,-130.2890625,-938.8476563,-7572.09375,4.87804878,-9.085365854,21.15853659,5.25,-33.15,9,4.58
26.8,67.3,-49.81640625,-969.5039063,-7606.582031,17.74390244,-13.35365854,12.07317073,3.15,-26.55,16.2,4.59
26.8,67.3,-172.4414063,-1030.816406,-7683.222656,8.170731707,-2.62195122,3.170731707,9.6,-21,17.85,4.59
26.8,67.3,-91.96875,-1030.816406,-8162.226563,1.829268293,8.170731707,-20.97560976,9.45,-13.8,-8.25,4.59
26.8,67.4,-95.80078125,-915.8554688,-7782.855469,-31.2195122,14.75609756,-9.451219512,9.3,-12.9,-7.8,4.58
26.8,67.3,-99.6328125,-981,-7729.207031,3.109756098,-5.12195122,4.024390244,9,-13.95,-8.1,4.59
26.8,67.4,-180.1054688,-904.359375,-7775.191406,-16.2804878,3.780487805,-29.69512195,8.7,-14.25,-8.55,3.61
26.8,67.3,-229.921875,-961.8398438,-7828.839844,-26.34146341,-3.292682927,0.914634146,7.95,-12.9,-8.4,3.61
26.9,67.2,-195.4335938,-1065.304688,-7637.238281,0.792682927,-4.268292683,0.487804878,9,-12.9,-8.4,4.59
26.8,67.1,-45.984375,-1069.136719,-7598.917969,6.951219512,-1.768292683,3.292682927,9.3,-12.9,-8.1,4.59
26.8,66.9,-118.7929688,-1000.160156,-7759.863281,6.646341463,0.609756098,-56.34146341,7.35,-12.75,-7.5,3.61
26.8,66.8,-126.4570313,-973.3359375,-7775.191406,-15.24390244,-1.524390244,3.841463415,7.05,-13.05,-6.9,3.61
26.8,66.6,-164.7773438,-1065.304688,-8085.585938,-6.524390244,-3.963414634,10.85365854,8.25,-12.6,-9.15,4.59
26.8,66.6,-134.1210938,-927.3515625,-7805.847656,-15,12.56097561,-5.487804878,12.15,-21.75,16.8,4.58
26.8,66.3,-114.9609375,-931.1835938,-7227.210938,-16.46341463,10.67073171,-10.18292683,2.1,-25.2,15.9,4.58
26.8,66.2,-130.2890625,-1019.320313,-7733.039063,19.87804878,-12.43902439,-7.804878049,1.05,-26.25,16.65,4.6
26.8,66,-180.1054688,-984.8320313,-7805.847656,5.670731707,-7.926829268,20.54878049,1.65,-27.3,16.2,4.59
26.8,65.9,-15.328125,-1023.152344,-7855.664063,-14.08536585,11.76829268,-0.731707317,2.25,-26.85,15.75,4.59
26.8,65.9,-264.4101563,-935.015625,-7664.0625,-25.06097561,12.5,-4.634146341,1.8,-26.4,16.8,3.62
26.8,66,-72.80859375,-1026.984375,-7775.191406,6.707317073,-18.59756098,7.195121951,1.65,-27.75,16.2,4.59
26.8,65.9,-107.296875,-1023.152344,-7698.550781,11.40243902,-8.414634146,-13.04878049,0.75,-26.1,17.4,3.61
26.8,66,-38.3203125,-1130.449219,-8181.386719,-1.036585366,-3.231707317,-11.03658537,1.5,-25.35,18.15,4.58
26.8,66,-137.953125,-927.3515625,-7633.40625,27.68292683,-9.451219512,19.02439024,7.05,-31.35,13.5,4.59
26.8,66.1,-134.1210938,-912.0234375,-7319.179688,-30.67073171,-0.853658537,10,11.55,-31.05,6.15,4.58
26.8,66.1,-195.4335938,-904.359375,-7725.375,-10.79268293,12.13414634,-4.207317073,12.3,-32.1,7.95,4.58
26.8,66.1,-95.80078125,-988.6640625,-7767.527344,8.597560976,-7.804878049,9.87804878,12.15,-31.5,6.75,4.58
26.8,66.1,-65.14453125,-988.6640625,-7713.878906,-9.817073171,13.41463415,-6.158536585,12.45,-32.25,7.05,4.59
26.8,66.3,-84.3046875,-1061.472656,-7721.542969,12.68292683,-11.58536585,-11.34146341,13.8,-32.1,8.25,3.62
26.8,66.4,-91.96875,-885.1992188,-7733.039063,-11.64634146,1.158536585,-39.3902439,12,-32.1,7.5,3.61
26.8,66.5,-107.296875,-1011.65625,-7740.703125,9.024390244,4.634146341,0.12195122,12.3,-31.8,9,4.59
26.8,66.6,-57.48046875,-1046.144531,-7690.886719,-6.341463415,11.15853659,-18.35365854,11.25,-32.1,7.95,3.61
26.8,66.6,-180.1054688,-988.6640625,-7775.191406,7.682926829,-12.01219512,4.085365854,11.85,-33.75,7.05,4.58
26.8,66.6,-172.4414063,-885.1992188,-7790.519531,6.036585366,-4.329268293,-4.146341463,12,-32.4,7.2,4.59
26.8,66.7,-103.4648438,-1011.65625,-7775.191406,-4.87804878,-5,10.85365854,11.4,-32.7,8.7,4.59
26.8,66.7,-134.1210938,-919.6875,-7794.351563,-7.43902439,10.48780488,-39.81707317,12.9,-33.45,8.1,4.59
26.8,66.7,-114.9609375,-1046.144531,-7786.6875,10.42682927,-19.93902439,-1.097560976,11.1,-31.2,9.15,4.58
26.7,66.8,-183.9375,-1026.984375,-7771.359375,10.30487805,-10.73170732,-20.6097561,12.9,-32.7,8.4,4.58
26.8,66.8,-149.4492188,-938.8476563,-7736.871094,13.17073171,0.487804878,0.243902439,12.9,-33,7.8,4.59
26.8,66.9,-210.7617188,-1003.992188,-7779.023438,2.317073171,-6.036585366,-0.670731707,11.55,-31.8,8.55,4.58
26.8,66.9,-72.80859375,-988.6640625,-7740.703125,-29.45121951,7.682926829,-31.09756098,12.9,-34.05,7.8,4.58
26.8,67,-95.80078125,-969.5039063,-7698.550781,9.93902439,-10.48780488,-7.926829268,11.1,-33,6.75,4.59
26.8,67,-65.14453125,-1030.816406,-7710.046875,-28.47560976,16.58536585,-25.73170732,12.6,-33.15,8.25,4.59
26.7,67,-111.1289063,-935.015625,-7775.191406,2.5,2.62195122,-5.487804878,10.2,-31.8,8.55,4.58
26.7,67.1,-168.609375,-984.8320313,-7648.734375,9.634146341,3.475609756,-6.036585366,12.15,-31.95,8.7,4.6
26.7,67.1,-153.28125,-981,-7694.71875,5.06097561,-5.426829268,-6.707317073,11.1,-31.95,7.05,3.62
26.7,67.1,-153.28125,-923.5195313,-7748.367188,18.35365854,-12.62195122,-20.36585366,13.2,-31.95,7.35,3.61
26.7,67.1,-103.4648438,-1023.152344,-7690.886719,20.79268293,-25.24390244,-2.926829268,12.45,-31.5,7.8,3.62
26.7,67.1,-149.4492188,-996.328125,-7725.375,0.975609756,-14.87804878,-4.93902439,12.6,-32.4,9,3.61
26.7,67.2,-42.15234375,-977.1679688,-7733.039063,35.30487805,-5.731707317,33.65853659,11.25,-32.1,7.5,4.58
26.7,67.2,-145.6171875,-1019.320313,-7828.839844,-4.512195122,0.06097561,2.926829268,12,-33.15,7.5,4.59
26.7,67.2,-183.9375,-1065.304688,-7729.207031,40.24390244,-15.48780488,25.24390244,11.85,-33,8.4,4.58
26.8,67.2,-149.4492188,-1019.320313,-7713.878906,7.926829268,-17.19512195,2.804878049,11.55,-32.4,7.5,4.59
26.7,67.2,-99.6328125,-892.8632813,-7694.71875,-22.07317073,0,-19.81707317,12.15,-32.25,7.35,4.59
26.7,67.3,-80.47265625,-931.1835938,-7736.871094,-14.32926829,-7.56097561,-17.74390244,12.3,-32.85,7.5,4.59
26.7,67.3,-91.96875,-942.6796875,-7687.054688,-13.23170732,6.158536585,-25.73170732,11.55,-32.85,7.95,3.62
26.7,67.3,-226.0898438,-1049.976563,-7683.222656,22.74390244,-7.926829268,4.695121951,12.6,-32.85,8.25,4.59
26.7,67.3,-145.6171875,-958.0078125,-7683.222656,-17.80487805,8.658536585,-35.85365854,12.9,-32.25,8.7,4.58
26.7,67.4,-134.1210938,-1000.160156,-7794.351563,24.75609756,-8.475609756,10.6097561,11.4,-31.5,8.1,4.58
26.7,67.4,-95.80078125,-996.328125,-7687.054688,-15.42682927,8.170731707,-5.670731707,13.35,-32.4,8.25,4.58
26.7,67.4,-203.0976563,-904.359375,-7288.523438,14.26829268,-6.158536585,-11.09756098,12.6,-31.8,7.95,3.61
26.7,67.4,-91.96875,-1030.816406,-7733.039063,14.75609756,-23.04878049,22.86585366,5.7,-33,12.9,4.59
26.7,67.4,-187.7695313,-1092.128906,-8135.402344,3.658536585,-13.96341463,12.74390244,2.55,-26.1,16.05,4.59
26.7,67.4,-214.59375,-973.3359375,-7687.054688,10.67073171,-22.07317073,8.658536585,1.05,-25.2,18,4.59
26.7,67.5,-114.9609375,-984.8320313,-7736.871094,10.67073171,-6.280487805,9.93902439,1.5,-25.35,16.8,4.59
26.7,67.5,-103.4648438,-1000.160156,-7717.710938,-12.19512195,-4.451219512,-12.92682927,1.5,-25.35,17.4,3.61
26.7,67.5,-15.328125,-931.1835938,-7729.207031,14.32926829,-3.597560976,-15.24390244,1.2,-26.1,16.35,3.62
26.7,67.4,-72.80859375,-1023.152344,-7721.542969,-1.158536585,-32.74390244,9.207317073,1.5,-25.65,17.4,3.61
26.7,67.3,-160.9453125,-892.8632813,-7518.445313,-6.280487805,8.536585366,-30.12195122,1.8,-25.35,17.85,3.62
26.7,67.3,-172.4414063,-984.8320313,-7418.8125,3.475609756,-11.8902439,3.902439024,2.7,-26.55,15.9,4.59
26.7,67.3,-172.4414063,-927.3515625,-7759.863281,14.93902439,-12.37804878,4.085365854,18,-18.15,-4.05,4.58
26.7,67.2,-103.4648438,-896.6953125,-7748.367188,-14.69512195,13.7195122,-20.54878049,11.25,-28.8,-9.6,4.58
26.7,67.1,-160.9453125,-1057.640625,-8212.042969,8.536585366,-11.34146341,9.085365854,11.85,-54.9,-10.5,4.59
26.8,67,-134.1210938,-992.4960938,-7744.535156,13.96341463,-5.670731707,10.30487805,7.2,-56.85,-5.7,4.58
26.8,67,-7.6640625,-843.046875,-7782.855469,2.56097561,-10.79268293,2.37804878,7.95,-55.65,-5.7,4.58
26.7,66.9,-53.6484375,-984.8320313,-7828.839844,21.40243902,-0.731707317,30.54878049,8.4,-56.55,-5.55,3.61
26.8,66.8,-91.96875,-931.1835938,-7756.03125,-10.85365854,-24.51219512,-11.58536585,7.5,-55.35,-4.65,4.59
26.7,66.7,-114.9609375,-889.03125,-7744.535156,-7.073170732,0.853658537,-21.15853659,5.7,-55.35,-6.3,3.61
26.7,66.7,-134.1210938,-958.0078125,-7702.382813,-8.170731707,4.146341463,-10.54878049,8.4,-56.25,-5.85,4.58
26.7,66.5,-34.48828125,-908.1914063,-7694.71875,-6.951219512,0.914634146,-36.2804878,7.95,-54.9,-5.25,4.59
26.7,66.4,22.9921875,-1011.65625,-7786.6875,1.829268293,10.36585366,-31.64634146,6.45,-56.1,-4.95,4.58
26.7,66.4,-176.2734375,-965.671875,-7767.527344,-31.76829268,7.134146341,-33.41463415,7.2,-56.4,-4.95,3.62
26.7,66.3,-72.80859375,-919.6875,-7675.558594,-9.87804878,10.79268293,-1.951219512,7.2,-55.65,-6.3,4.58
26.7,66.3,-122.625,-981,-7694.71875,9.268292683,-10.97560976,-13.59756098,8.25,-56.4,-5.25,4.59
26.8,66.2,-107.296875,-954.1757813,-7759.863281,-17.31707317,9.756097561,-33.65853659,7.65,-55.2,-6.45,4.58
26.7,66.1,-38.3203125,-919.6875,-7767.527344,8.292682927,-10.67073171,-16.34146341,7.35,-55.8,-4.8,3.61
26.8,66.1,-137.953125,-1030.816406,-7729.207031,-15.67073171,22.07317073,-37.31707317,7.35,-55.8,-5.85,4.59
26.7,66.1,-80.47265625,-919.6875,-7698.550781,16.2804878,-0.487804878,13.35365854,6.45,-56.4,-3.9,4.58
26.8,66.1,-30.65625,-1011.65625,-7771.359375,-0.365853659,-8.170731707,8.780487805,7.2,-56.85,-4.95,4.59
26.8,66.1,-68.9765625,-881.3671875,-7748.367188,11.2804878,-19.45121951,23.65853659,7.35,-56.25,-4.5,4.58
26.7,66.1,-126.4570313,-973.3359375,-7667.894531,-28.7195122,23.84146341,-44.26829268,7.2,-56.4,-5.25,4.58
26.7,66,-122.625,-1000.160156,-7679.390625,10.79268293,-6.219512195,-4.87804878,7.05,-57,-6.15,4.58
26.7,66,-176.2734375,-938.8476563,-7614.246094,7.43902439,-22.31707317,-25.30487805,6.45,-55.35,-4.65,4.59
26.7,66,-149.4492188,-1080.632813,-7618.078125,5.731707317,-9.085365854,5.182926829,7.35,-56.55,-4.05,4.58
26.8,66,-111.1289063,-965.671875,-7733.039063,10.97560976,-17.80487805,-8.048780488,7.05,-55.5,-5.55,4.59
26.8,66,-168.609375,-1015.488281,-7733.039063,-5.243902439,15.12195122,-11.34146341,7.2,-56.1,-5.7,3.61
26.7,66.1,-103.4648438,-938.8476563,-7790.519531,-8.841463415,3.048780488,-12.07317073,7.95,-55.35,-6,4.58
26.8,66,-45.984375,-1023.152344,-7771.359375,-11.09756098,19.87804878,-19.02439024,7.2,-54.6,-3.9,4.58
26.8,66,-137.953125,-1030.816406,-7713.878906,3.658536585,-2.012195122,-6.768292683,6.3,-56.55,-6.15,3.61
26.8,66.1,-38.3203125,-977.1679688,-7683.222656,-16.2195122,4.329268293,-24.93902439,7.2,-55.65,-6,3.61
26.8,66.1,-88.13671875,-981,-7660.230469,-5.06097561,4.085365854,-10.06097561,6.45,-55.35,-6,4.59
26.8,66.1,-107.296875,-885.1992188,-7637.238281,5.609756098,0.12195122,28.90243902,7.35,-56.25,-4.8,4.58
26.8,66.1,-65.14453125,-923.5195313,-7725.375,18.7195122,-8.292682927,5.548780488,7.35,-55.8,-4.8,4.59
26.8,66.1,-49.81640625,-1034.648438,-7702.382813,0.426829268,-14.51219512,-4.634146341,7.05,-56.55,-5.55,4.58
26.7,66.1,-91.96875,-866.0390625,-7771.359375,-12.5,8.902439024,-5.670731707,7.65,-55.8,-4.8,4.59
26.8,66.1,-157.1132813,-973.3359375,-7721.542969,-23.23170732,24.3902439,-21.64634146,7.5,-55.2,-4.5,4.58
26.8,66.1,-279.7382813,-1015.488281,-7832.671875,15.12195122,-15.73170732,3.902439024,7.05,-56.25,-6.45,4.58
26.8,66.1,-114.9609375,-1088.296875,-7717.710938,3.902439024,-19.45121951,7.743902439,7.2,-56.85,-4.65,4.59
26.8,66.1,-118.7929688,-950.34375,-7664.0625,-25.36585366,10.85365854,-18.7804878,6.3,-55.5,-7.95,4.59
26.8,66.1,-176.2734375,-1000.160156,-7821.175781,18.04878049,-1.707317073,5,7.05,-57,-4.5,4.58
26.8,66.1,-126.4570313,-1003.992188,-7706.214844,10.67073171,5.548780488,-30.67073171,6.3,-55.2,-6.9,4.59
26.8,66.1,-176.2734375,-1042.3125,-7775.191406,11.8902439,-10.67073171,-22.19512195,8.55,-54.9,-4.95,3.61
26.8,66.1,-126.4570313,-969.5039063,-7729.207031,11.70731707,-28.47560976,-9.207317073,7.95,-54.15,-5.7,3.61
26.8,66.1,-130.2890625,-946.5117188,-7840.335938,10.36585366,-14.81707317,-4.817073171,7.65,-55.2,-5.85,3.61
26.8,66.1,-122.625,-1000.160156,-7752.199219,-10.42682927,17.19512195,-38.59756098,7.5,-56.1,-6,3.62
26.8,66.1,-149.4492188,-996.328125,-7756.03125,9.390243902,12.31707317,1.707317073,9.15,-56.25,-5.85,3.62
26.8,66,-126.4570313,-869.8710938,-7633.40625,-27.98780488,-0.06097561,-0.853658537,7.2,-56.1,-6.75,3.62
26.8,66,-168.609375,-1019.320313,-7733.039063,10.48780488,-32.31707317,-8.414634146,8.25,-55.35,-3.15,4.58
26.8,66,-164.7773438,-977.1679688,-7763.695313,10.24390244,-25.97560976,20.48780488,8.1,-57.75,-6.15,4.58
26.8,65.9,-111.1289063,-988.6640625,-7748.367188,-25.36585366,-6.158536585,-5.731707317,6,-55.8,-4.5,4.59
26.8,65.9,-68.9765625,-881.3671875,-8008.945313,-4.756097561,-4.329268293,-22.43902439,13.2,-53.85,-11.25,3.62
26.8,65.9,-103.4648438,-1034.648438,-7736.871094,-18.7804878,6.768292683,2.5,10.2,-25.5,-9.6,4.58
26.8,65.8,-191.6015625,-900.5273438,-7694.71875,-6.280487805,0.792682927,-14.26829268,19.95,-19.8,2.85,4.58
26.9,65.7,-176.2734375,-1030.816406,-7706.214844,5.792682927,-27.25609756,5.792682927,1.65,-25.95,14.55,4.59
26.9,65.8,-153.28125,-992.4960938,-7637.238281,7.5,-11.46341463,7.62195122,6.6,-33.6,11.7,4.58
26.8,65.8,-218.4257813,-958.0078125,-7326.84375,-7.865853659,3.597560976,-22.80487805,12,-32.4,7.2,4.59
26.8,65.9,-103.4648438,-969.5039063,-7667.894531,-17.13414634,-12.25609756,-12.5,13.35,-32.1,7.5,4.59
26.8,65.9,-134.1210938,-1049.976563,-7595.085938,-0.853658537,-2.195121951,0.426829268,12.15,-32.7,7.35,3.61
26.8,66,-76.640625,-958.0078125,-7825.007813,-8.048780488,4.695121951,-2.256097561,11.55,-31.8,9,4.58
26.9,66.1,-168.609375,-981,-7782.855469,-10.12195122,-4.573170732,-22.19512195,13.05,-31.35,8.25,3.61
26.9,66.2,-191.6015625,-923.5195313,-7664.0625,-2.195121951,-23.41463415,10.97560976,11.4,-32.25,8.1,3.61
26.9,66.3,-72.80859375,-1000.160156,-7809.679688,2.5,-21.8902439,-9.93902439,11.85,-31.5,8.1,3.61
26.8,66.4,-203.0976563,-988.6640625,-7595.085938,0.914634146,0,-2.134146341,12.3,-31.8,9.3,3.61
